Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,Avg Fight Time,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Weight_Class,Gender,DEC Count,KO Rate,SUB Rate,DEC Rate,Fighting Style,Total_Fights,Win_Rate
b361180739bed4b0,David Abbott,Tank,6.0,265.0,Switch,10,15,0,0,1.11,284.61,0.22,8.67,0.56,0.22,41.0,0.5,0.45,0.28,0.0,0.32,0.35,0.38,0.22,Heavyweight,Male,1.0,0.62,0.25,0.12,Hybrid,25,0.4
3329d692aea4dc28,Hamdy Abdelwahab,The Hammer,6.2,265.0,Southpaw,7,1,0,0,3.0,900.0,0.25,71.75,3.25,0.0,275.25,0.55,0.48,0.78,0.78,0.5,0.4,0.54,0.0,Heavyweight,Male,3.0,0.0,0.0,1.0,Striker,8,0.875
841695e02c99a521,Mansur Abdul-Malik,No Nickname,6.2,185.0,Orthodox,9,0,1,0,1.75,343.25,0.25,21.25,0.5,0.25,42.75,0.48,0.47,0.56,0.25,0.34,0.41,0.72,0.25,Middleweight,Male,0.0,0.67,0.33,0.0,Hybrid,10,0.9
2f5cbecbbe18bac4,Shamil Abdurakhimov,Abrek,6.3,235.0,Orthodox,20,8,0,0,2.18,567.45,0.27,25.64,1.0,0.09,99.36,0.43,0.37,0.42,0.68,0.3,0.38,0.38,0.09,Heavyweight,Male,1.0,0.8,0.0,0.2,Hybrid,28,0.7142857142857143
5140122c3eecd307,Daichi Abe,No Nickname,5.11,170.0,Orthodox,6,2,0,0,3.0,900.0,0.33,57.0,0.33,0.0,7.33,0.33,0.25,0.41,0.81,0.31,0.39,0.56,0.0,Welterweight,Male,1.0,0.0,0.0,1.0,Hybrid,8,0.75
c9f6385af6df66d7,Papy Abedi,Makambo,5.11,185.0,Southpaw,10,4,0,0,2.0,519.25,0.0,26.75,1.75,1.0,183.75,0.49,0.4,0.74,0.52,0.36,0.61,0.53,1.0,Welterweight,Male,1.0,0.0,0.5,0.5,Wrestler,14,0.7142857142857143
aa6e591c2a2cdecd,Ricardo Abreu,Demente,5.11,185.0,Orthodox,5,1,0,0,2.5,633.0,1.0,50.0,0.0,0.5,44.0,0.32,0.26,0.64,0.81,0.28,0.5,0.38,0.5,Middleweight,Male,1.0,0.0,0.5,0.5,Hybrid,6,0.8333333333333334
2620f3eb21c79614,Scott Adams,No Nickname,6.0,225.0,Southpaw,8,1,0,0,1.0,189.0,0.0,0.0,1.0,4.0,77.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Heavyweight,Male,0.0,0.0,1.0,0.0,Wrestler,9,0.8888888888888888
83b00f7597e5ac83,Juan Adams,The Kraken,6.5,265.0,Orthodox,5,3,0,0,2.0,430.5,0.25,33.75,0.25,0.0,36.5,0.51,0.45,0.46,0.75,0.51,0.56,0.58,0.0,Heavyweight,Male,0.0,1.0,0.0,0.0,Hybrid,8,0.625
1338e2c7480bdf9e,Israel Adesanya,The Last Stylebender,6.4,185.0,Switch,24,5,0,0,3.67,1055.0,0.22,65.06,0.33,0.0,38.44,0.45,0.33,0.59,0.83,0.43,0.49,0.34,0.0,Middleweight,Male,7.0,0.3,0.0,0.7,Hybrid,29,0.8275862068965517
a08ddd04eaffd81d,Mariya Agapova,Money Mashka,5.6,125.0,Southpaw,10,5,0,0,1.83,394.33,0.17,23.0,0.83,0.33,89.33,0.44,0.34,0.65,0.55,0.36,0.6,0.13,0.33,Women's Flyweight,Female,0.0,0.33,0.67,0.0,Hybrid,15,0.6666666666666666
8f382b3baa954d2a,Jessica Aguilar,Jag,5.3,115.0,Orthodox,20,8,0,0,2.6,764.2,0.0,72.0,0.0,0.2,74.0,0.51,0.27,0.8,0.77,0.29,0.77,0.33,0.2,Women's Strawweight,Female,2.0,0.0,0.0,1.0,Striker,28,0.7142857142857143
cf946e03ba2e7666,Kevin Aguilar,Angel of Death,5.7,155.0,Orthodox,17,5,0,0,2.67,783.5,0.33,56.5,0.67,0.0,66.0,0.47,0.4,0.72,0.64,0.44,0.56,0.39,0.0,Featherweight,Male,1.0,0.5,0.0,0.5,Striker,22,0.7727272727272727
c051c2e12d692b8a,Jesus Aguilar,No Nickname,5.4,125.0,Orthodox,12,3,0,0,2.0,522.67,0.0,25.17,0.83,0.67,91.67,0.57,0.3,0.9,0.65,0.57,0.32,0.31,0.67,Flyweight,Male,2.0,0.0,0.0,1.0,Striker,15,0.8
16690d100f995f8f,Omari Akhmedov,Wolverine,6.0,185.0,Orthodox,21,6,1,0,2.53,720.6,0.2,34.33,1.4,0.13,109.93,0.41,0.35,0.53,0.62,0.36,0.44,0.49,0.13,Middleweight,Male,4.0,0.17,0.17,0.67,Hybrid,28,0.75
b0550072e5f0afa7,Yoshihiro Akiyama,No Nickname,5.1,170.0,Orthodox,14,6,0,0,2.71,784.57,0.14,50.0,2.0,0.14,205.57,0.36,0.3,0.61,0.61,0.35,0.36,0.46,0.14,Welterweight,Male,4.0,0.0,0.0,1.0,Hybrid,20,0.7
1fc64507a0cb38cf,Rostem Akman,No Nickname,5.1,170.0,Switch,6,2,0,0,3.0,900.0,0.5,37.5,0.5,0.0,32.0,0.26,0.2,0.4,0.93,0.25,0.64,0.0,0.0,Welterweight,Male,1.0,0.0,0.0,1.0,Hybrid,8,0.75
597499ac7a5aac62,Abdul-Kareem Al-Selwady,Pride of Palestine,5.8,155.0,Orthodox,15,4,0,0,3.0,649.0,1.0,39.0,4.0,0.0,87.0,0.43,0.46,0.4,0.0,0.29,1.0,0.76,0.0,Lightweight,Male,0.0,1.0,0.0,0.0,Striker,19,0.7894736842105263
1897b7b913736a7c,Alatengheili,The Mongolian Knight,5.5,135.0,Orthodox,17,10,2,0,2.78,805.22,0.11,36.67,1.33,0.0,104.78,0.33,0.29,0.58,0.64,0.33,0.15,0.33,0.0,Bantamweight,Male,3.0,0.25,0.0,0.75,Hybrid,29,0.5862068965517241
6d35bf94f7d30241,Amir Albazi,The Prince,5.5,125.0,Orthodox,17,2,0,0,3.0,864.83,0.33,47.0,1.33,0.17,136.17,0.38,0.31,0.79,0.71,0.33,0.19,0.46,0.17,Flyweight,Male,1.0,0.33,0.33,0.33,Hybrid,19,0.8947368421052632
7bd94b60d7521e4a,John Albert,Prince,5.8,135.0,Orthodox,6,5,0,0,1.2,264.0,0.0,12.2,0.2,1.8,104.0,0.52,0.42,0.44,0.73,0.47,0.27,0.62,1.8,Bantamweight,Male,0.0,0.0,1.0,0.0,Wrestler,11,0.5454545454545454
c482c8605455a213,Junior Albini,Baby,6.3,264.0,Orthodox,14,6,0,0,1.6,349.6,0.2,31.8,0.2,0.0,28.4,0.54,0.45,0.51,0.9,0.48,0.72,0.2,0.0,Heavyweight,Male,1.0,0.5,0.0,0.5,Hybrid,20,0.7
e76d9f656ceb82ab,Aleksandra Albu,Stitch,5.2,115.0,Orthodox,3,2,0,0,2.25,593.75,0.0,46.5,1.0,0.25,175.25,0.56,0.39,0.65,0.84,0.44,0.6,0.29,0.25,Women's Strawweight,Female,0.0,0.0,1.0,0.0,Striker,5,0.6
2f95a3c6d58b2aad,Iuri Alcantara,Marajo,5.9,135.0,Southpaw,35,10,0,0,2.22,580.78,0.11,25.28,1.39,0.44,144.06,0.47,0.38,0.67,0.45,0.36,0.52,0.54,0.44,Bantamweight,Male,8.0,0.25,0.08,0.67,Wrestler,45,0.7777777777777778
7c6e87729e824ef4,Ildemar Alcantara,Marajo,6.2,185.0,Orthodox,21,11,0,0,2.86,837.0,0.0,27.0,1.29,0.14,176.71,0.38,0.32,0.65,0.62,0.33,0.84,0.42,0.14,Middleweight,Male,3.0,0.0,0.0,1.0,Striker,32,0.65625
578ef12674df1e6a,Irene Aldana,No Nickname,5.9,135.0,Orthodox,15,8,0,0,3.0,879.36,0.14,80.36,0.14,0.21,38.29,0.41,0.35,0.66,0.74,0.39,0.72,0.2,0.21,Women's Bantamweight,Female,4.0,0.29,0.14,0.57,Hybrid,23,0.6521739130434783
d0f3959b4a9747e6,Jose Aldo,No Nickname,5.7,135.0,Orthodox,32,10,0,0,3.43,990.57,0.26,68.87,0.61,0.13,152.61,0.48,0.41,0.66,0.84,0.44,0.63,0.38,0.13,Bantamweight,Male,13.0,0.32,0.0,0.68,Striker,42,0.7619047619047619
6fd953151d981979,JJ Aldrich,No Nickname,5.5,125.0,Southpaw,14,7,0,0,2.81,826.75,0.0,51.62,0.56,0.06,60.75,0.4,0.34,0.7,0.71,0.38,0.65,0.29,0.06,Women's Flyweight,Female,5.0,0.0,0.0,1.0,Hybrid,21,0.6666666666666666
103e2e33a60683e1,Irina Alekseeva,Russian Ronda,5.8,135.0,Orthodox,5,4,0,0,2.25,591.25,0.0,42.0,0.25,0.0,157.5,0.43,0.36,0.38,0.54,0.43,0.46,0.31,0.0,Women's Bantamweight,Female,2.0,0.0,0.0,1.0,Hybrid,9,0.5555555555555556
d35298b6df168456,Talita Alencar,Problem Child,5.1,115.0,Orthodox,7,1,1,0,3.0,894.0,0.0,42.0,1.5,0.5,106.0,0.4,0.35,0.54,0.49,0.35,0.6,0.69,0.5,Women's Strawweight,Female,0.0,0.0,1.0,0.0,Striker,9,0.7777777777777778
fe5a9547479396ab,Jim Alers,The Beast,5.9,145.0,Orthodox,13,3,0,0,2.5,698.25,0.0,48.0,0.75,0.25,80.25,0.43,0.33,0.61,0.85,0.39,0.64,0.36,0.25,Featherweight,Male,1.0,0.0,0.0,1.0,Hybrid,16,0.8125
7a15f3694c5cbc02,John Alessio,The Natural,5.1,155.0,Orthodox,35,17,0,0,2.8,800.6,0.0,19.0,1.0,0.6,148.6,0.35,0.23,0.4,0.8,0.22,0.68,0.4,0.6,Lightweight,Male,1.0,0.0,0.0,1.0,Wrestler,52,0.6730769230769231
0541480fbf719d86,Houston Alexander,The Assassin,6.0,205.0,Orthodox,17,15,1,0,1.33,252.5,0.5,15.33,0.17,0.0,18.17,0.45,0.35,0.46,0.62,0.38,0.56,0.43,0.0,Light Heavyweight,Male,0.0,1.0,0.0,0.0,Hybrid,33,0.5151515151515151
d53482bef23235ba,Marcio Alexandre Junior,Lyoto,6.0,185.0,Southpaw,17,4,0,0,3.0,808.33,0.33,28.33,1.0,0.67,200.33,0.53,0.44,0.71,0.92,0.52,0.33,0.47,0.67,Welterweight,Male,1.0,0.0,0.5,0.5,Striker,21,0.8095238095238095
9abc648e76c4493a,Bill Algeo,Senor Perfecto,6.0,145.0,Switch,18,9,0,0,2.5,696.8,0.1,54.4,1.1,0.2,138.7,0.51,0.43,0.61,0.79,0.46,0.66,0.54,0.2,Featherweight,Male,1.0,0.5,0.25,0.25,Striker,27,0.6666666666666666
e70de1859b7ee78e,Sultan Aliev,No Nickname,5.11,170.0,Orthodox,15,3,0,0,2.25,640.5,0.0,16.75,0.75,0.25,129.75,0.45,0.33,0.63,0.32,0.4,0.7,0.5,0.25,Welterweight,Male,1.0,0.0,0.0,1.0,Hybrid,18,0.8333333333333334
ca28cdf526d6b6e9,Nurullo Aliev,Tajik Eagle,5.1,155.0,Orthodox,11,0,0,0,3.0,900.0,0.0,30.67,1.0,1.0,265.0,0.39,0.31,0.74,0.78,0.39,0.38,0.46,1.0,Lightweight,Male,2.0,0.0,0.0,1.0,Wrestler,11,1.0
b07aed698fba8624,Ikram Aliskerov,No Nickname,6.0,185.0,Southpaw,17,2,0,0,1.4,312.0,0.4,36.6,1.0,0.0,79.8,0.59,0.49,0.77,0.72,0.58,0.35,0.34,0.0,Middleweight,Male,1.0,0.67,0.0,0.33,Striker,19,0.8947368421052632
040a74bb0a465c54,Arnold Allen,Almighty,5.8,145.0,Southpaw,20,3,0,0,2.92,817.15,0.23,40.15,1.23,0.15,115.85,0.39,0.34,0.61,0.52,0.36,0.34,0.32,0.15,Featherweight,Male,7.0,0.11,0.11,0.78,Hybrid,23,0.8695652173913043
2f181c0467965b98,Brendan Allen,All In,6.2,185.0,Orthodox,26,7,0,0,2.5,693.28,0.22,42.5,1.17,0.44,206.83,0.55,0.52,0.67,0.73,0.49,0.51,0.51,0.44,Middleweight,Male,4.0,0.3,0.3,0.4,Striker,33,0.7878787878787878
c4fe2e9a06ea5bcb,Ben Alloway,Blanco,5.11,170.0,Orthodox,18,8,0,0,1.67,485.33,0.33,19.67,2.0,0.33,202.67,0.56,0.46,0.75,0.81,0.51,0.55,0.48,0.33,Welterweight,Male,1.0,0.5,0.0,0.5,Striker,26,0.6923076923076923
8d3273573b85be09,Asu Almabayev,Zulfikar,5.4,125.0,Orthodox,23,3,0,0,2.86,778.43,0.0,24.43,2.29,1.0,203.29,0.46,0.38,0.61,0.61,0.41,0.51,0.69,1.0,Flyweight,Male,2.0,0.0,0.0,1.0,Wrestler,26,0.8846153846153846
a4dc0f2b95df4cc1,Bekzat Almakhan,The Turan Warrior,5.7,135.0,Orthodox,12,3,0,0,2.33,621.33,0.33,17.0,0.67,0.0,58.0,0.34,0.34,0.29,0.33,0.34,0.17,0.33,0.0,Bantamweight,Male,1.0,0.0,0.0,1.0,Hybrid,15,0.8
91186547a7f3f758,Ricardo Almeida,Big Dog,6.0,170.0,Orthodox,13,5,0,0,2.27,618.27,0.0,18.27,2.36,1.09,205.0,0.53,0.34,0.79,0.6,0.48,0.58,0.55,1.09,Welterweight,Male,3.0,0.0,0.5,0.5,Wrestler,18,0.7222222222222222
2b074403b7c6cdb4,Thomas Almeida,Thominhas,5.7,145.0,Southpaw,22,5,0,0,2.1,539.7,0.6,45.7,0.3,0.0,17.0,0.41,0.35,0.55,0.7,0.39,0.56,0.26,0.0,Bantamweight,Male,2.0,0.67,0.0,0.33,Hybrid,27,0.8148148148148148
41e83a89929d1327,Jailton Almeida,Malhadinho,6.3,237.0,Orthodox,22,4,0,0,1.8,459.4,0.0,13.8,3.0,0.9,312.2,0.59,0.55,0.4,0.13,0.51,0.2,0.44,0.9,Heavyweight,Male,1.0,0.33,0.5,0.17,Wrestler,26,0.8461538461538461
710f0f8c5d5c9d41,Lucas Almeida,No Nickname,5.11,145.0,Orthodox,15,5,0,0,2.17,529.5,0.5,34.33,0.33,0.0,45.5,0.46,0.28,0.55,0.66,0.42,0.58,0.35,0.0,Featherweight,Male,0.0,1.0,0.0,0.0,Hybrid,20,0.75
64d47ef881a437a4,Cesar Almeida,Cesinha,6.1,185.0,Orthodox,7,1,0,0,2.25,622.25,0.5,29.75,2.0,0.25,252.5,0.49,0.33,0.79,0.64,0.46,0.5,0.4,0.25,Middleweight,Male,2.0,0.33,0.0,0.67,Striker,8,0.875
e87a13e02c01331d,Ali AlQaisi,The Royal Fighter,5.6,135.0,Orthodox,8,5,0,0,3.0,900.0,0.0,33.5,1.0,2.5,115.5,0.39,0.3,0.67,0.8,0.37,0.7,0.0,2.5,Bantamweight,Male,1.0,0.0,0.0,1.0,Wrestler,13,0.6153846153846154
dc7927cd622676a7,Victor Altamirano,El Magnifico,5.8,125.0,Switch,12,5,0,0,2.67,786.5,0.17,49.17,1.0,0.17,84.0,0.46,0.37,0.62,0.93,0.46,0.42,0.44,0.17,Flyweight,Male,3.0,0.0,0.0,1.0,Striker,17,0.7058823529411765
33a331684283900f,Eddie Alvarez,No Nickname,5.9,155.0,Orthodox,29,6,0,0,2.38,667.38,0.62,54.75,0.25,0.25,26.88,0.38,0.34,0.67,0.62,0.36,0.6,0.3,0.25,Lightweight,Male,0.0,1.0,0.0,0.0,Hybrid,35,0.8285714285714286
58bbef3770bb2dfc,Joel Alvarez,El Fenomeno,6.3,155.0,Orthodox,23,3,0,0,1.9,471.5,0.1,25.8,0.3,0.3,27.0,0.53,0.43,0.64,0.72,0.49,0.38,0.25,0.3,Welterweight,Male,0.0,0.75,0.25,0.0,Hybrid,26,0.8846153846153846
31ee470ef5dc8d7f,Thiago Alves,Pitbull,5.9,170.0,Orthodox,23,15,0,0,2.41,659.15,0.56,42.44,0.56,0.3,85.0,0.45,0.32,0.72,0.71,0.42,0.57,0.44,0.3,Welterweight,Male,8.0,0.42,0.16,0.42,Striker,38,0.6052631578947368
d317a5e2b3f88c5f,Warlley Alves,No Nickname,5.11,185.0,Orthodox,15,8,0,0,2.31,597.31,0.19,39.38,0.44,0.31,123.38,0.5,0.37,0.77,0.73,0.45,0.58,0.3,0.31,Welterweight,Male,4.0,0.36,0.27,0.36,Striker,23,0.6521739130434783
029afd138865d20a,Rafael Alves,The Turn,5.8,155.0,Orthodox,20,12,0,0,2.5,649.5,0.0,28.75,1.5,0.0,313.75,0.41,0.3,0.5,0.64,0.3,0.25,0.52,0.0,Lightweight,Male,2.0,0.0,0.0,1.0,Hybrid,32,0.625
d156513a19acf856,Sam Alvey,Smile'N,6.2,185.0,Southpaw,33,18,1,0,2.17,577.58,0.38,34.17,0.33,0.08,51.12,0.47,0.36,0.68,0.68,0.44,0.55,0.2,0.08,Light Heavyweight,Male,5.0,0.36,0.18,0.45,Hybrid,52,0.6346153846153846
41cc71cbf210e0fe,Hyder Amil,The Hurricane,5.9,145.0,Switch,11,2,0,0,2.0,464.6,0.2,40.8,1.6,0.2,148.0,0.52,0.46,0.93,0.38,0.5,0.63,0.53,0.2,Featherweight,Male,2.0,0.33,0.0,0.67,Striker,13,0.8461538461538461
87a1dc546b1c5caf,Makwan Amirkhani,Mr. Finland,5.1,145.0,Southpaw,17,9,0,0,2.14,552.07,0.21,16.79,1.36,1.0,164.07,0.42,0.32,0.36,0.23,0.28,0.21,0.48,1.0,Featherweight,Male,1.0,0.33,0.5,0.17,Wrestler,26,0.6538461538461539
bc7d1ad49fcb2d08,Jaqueline Amorim,No Nickname,5.3,115.0,Orthodox,10,2,0,0,2.17,556.0,0.17,34.17,1.17,1.67,322.33,0.61,0.66,0.55,0.17,0.4,0.28,0.85,1.67,Women's Strawweight,Female,2.0,0.17,0.5,0.33,Wrestler,12,0.8333333333333334
cad24459b28592ca,Eryk Anders,Ya Boi,6.1,185.0,Southpaw,17,9,0,0,2.47,704.89,0.63,46.0,1.11,0.11,162.47,0.5,0.41,0.74,0.68,0.45,0.62,0.37,0.11,Catch Weight,Male,7.0,0.36,0.0,0.64,Striker,26,0.6538461538461539
5e4eec08896c9423,Corey Anderson,Overtime,6.3,205.0,Orthodox,14,5,0,0,2.4,650.67,0.13,36.6,2.47,0.13,166.67,0.47,0.43,0.67,0.71,0.4,0.64,0.63,0.13,Light Heavyweight,Male,3.0,0.62,0.0,0.38,Striker,19,0.7368421052631579
a0e75f4a13eb73f1,Megan Anderson,No Nickname,6.0,145.0,Orthodox,11,5,0,0,1.33,289.33,0.17,11.67,0.33,0.33,63.83,0.52,0.37,0.36,0.43,0.32,0.43,0.27,0.33,Women's Featherweight,Female,0.0,0.33,0.67,0.0,Hybrid,16,0.6875
6a1901c62ab3870f,Jessica Andrade,Bate Estaca,5.1,115.0,Orthodox,26,15,0,0,2.13,572.6,0.27,51.87,1.1,0.47,95.8,0.51,0.4,0.76,0.69,0.43,0.61,0.44,0.47,Women's Strawweight,Female,7.0,0.26,0.37,0.37,Striker,41,0.6341463414634146
d221ee27afc7a60e,Viscardi Andrade,No Nickname,5.11,170.0,Orthodox,19,6,0,0,2.5,699.0,0.5,45.25,0.75,0.0,152.0,0.46,0.42,0.6,0.83,0.43,0.54,0.5,0.0,Welterweight,Male,2.0,0.33,0.0,0.67,Striker,25,0.76
00debc804e2b1cd4,Dylan Andrews,The Villain,6.1,185.0,Switch,18,7,0,0,1.8,444.8,0.2,23.0,0.8,0.2,119.2,0.63,0.59,0.56,0.29,0.49,0.64,0.87,0.2,Middleweight,Male,0.0,0.8,0.2,0.0,Striker,25,0.72
047a91d3d9c79b05,Collin Anglin,No Nickname,5.9,145.0,Orthodox,8,3,0,0,1.5,340.0,0.5,26.0,0.0,0.0,42.0,0.39,0.34,0.5,0.5,0.36,0.5,0.34,0.0,Featherweight,Male,0.0,1.0,0.0,0.0,Hybrid,11,0.7272727272727273
c7c39e2fb70248b3,Chad Anheliger,The Monster,5.6,135.0,Orthodox,13,8,0,0,3.0,880.4,0.4,43.2,2.4,1.0,298.4,0.45,0.43,0.5,0.59,0.37,0.24,0.62,1.0,Bantamweight,Male,2.0,0.25,0.25,0.5,Wrestler,21,0.6190476190476191
d802174b0c0c1f4e,Magomed Ankalaev,No Nickname,6.3,205.0,Orthodox,21,2,1,0,2.62,708.62,0.5,42.44,0.44,0.0,145.19,0.53,0.41,0.7,0.89,0.48,0.65,0.62,0.0,Light Heavyweight,Male,3.0,0.67,0.0,0.33,Striker,24,0.875
af997f7611673880,Gadzhimurad Antigulov,No Nickname,5.11,205.0,Orthodox,20,8,0,0,1.17,206.83,0.5,16.0,0.33,0.0,49.83,0.57,0.55,0.46,0.17,0.4,0.57,0.34,0.0,Light Heavyweight,Male,0.0,1.0,0.0,0.0,Hybrid,28,0.7142857142857143
4665f9f909cd7214,Shinsho Anzai,Animal,5.7,170.0,Orthodox,10,3,0,0,2.0,492.0,0.0,29.25,1.25,0.25,185.25,0.62,0.55,0.91,0.27,0.55,0.76,0.48,0.25,Welterweight,Male,1.0,0.33,0.33,0.33,Striker,13,0.7692307692307693
7d420039bbfe7c1a,Aoriqileng,The Mongolian Murderer,5.7,135.0,Orthodox,26,12,0,0,2.22,584.56,0.44,53.56,0.44,0.0,65.89,0.62,0.46,0.77,0.78,0.61,0.51,0.35,0.0,Bantamweight,Male,3.0,0.25,0.0,0.75,Striker,38,0.6842105263157895
71002dbc1743b9a7,Felipe Arantes,Sertanejo,5.8,135.0,Orthodox,18,10,1,0,2.5,722.58,0.5,33.75,1.08,0.5,162.83,0.43,0.36,0.49,0.63,0.38,0.36,0.57,0.5,Bantamweight,Male,5.0,0.14,0.14,0.71,Wrestler,29,0.6206896551724138
dbea8c1cb327ab3d,Igor Araujo,No Nickname,6.1,170.0,Orthodox,25,9,0,0,2.75,787.75,0.25,36.0,1.75,1.5,363.5,0.49,0.43,0.82,0.57,0.24,0.84,0.67,1.5,Welterweight,Male,2.0,0.33,0.0,0.67,Wrestler,34,0.7352941176470589
36541f1e6c5d4955,Viviane Araujo,Vivi,5.4,125.0,Orthodox,13,7,0,0,3.15,926.77,0.0,64.77,1.38,0.38,204.08,0.46,0.39,0.72,0.89,0.44,0.43,0.41,0.38,Women's Flyweight,Female,6.0,0.0,0.0,1.0,Striker,20,0.65
1291edf2d566a71a,Julio Arce,No Nickname,5.7,145.0,Southpaw,19,6,0,0,2.7,732.4,0.6,51.8,0.2,0.1,88.9,0.36,0.29,0.6,0.88,0.34,0.52,0.34,0.1,Featherweight,Male,4.0,0.38,0.12,0.5,Hybrid,25,0.76
87f8699fdcc2c404,Alice Ardelean,No Nickname,5.3,115.0,Orthodox,11,7,0,0,3.0,900.0,0.0,91.25,1.0,0.0,116.5,0.44,0.4,0.69,0.84,0.44,0.55,0.2,0.0,Women's Strawweight,Female,1.0,0.0,0.0,1.0,Striker,18,0.6111111111111112
e4ba58725825412d,Dan Argueta,The Determined,5.7,135.0,Southpaw,9,3,0,0,2.5,723.17,0.0,45.0,2.0,1.17,221.0,0.57,0.5,0.79,0.62,0.53,0.58,0.67,1.17,Bantamweight,Male,2.0,0.0,0.33,0.67,Wrestler,12,0.75
3738e68d2261e60f,Andrei Arlovski,The Pitbull,6.3,240.0,Orthodox,34,24,0,0,2.26,585.67,0.33,35.88,0.19,0.19,69.36,0.47,0.38,0.53,0.79,0.44,0.51,0.26,0.19,Heavyweight,Male,16.0,0.32,0.16,0.52,Hybrid,58,0.5862068965517241
bf0e700106d00e55,Austin Arnett,No Nickname,6.0,145.0,Orthodox,16,6,0,0,2.75,807.0,0.25,52.5,0.75,0.0,32.5,0.4,0.34,0.72,0.66,0.38,0.82,0.16,0.0,Featherweight,Male,0.0,1.0,0.0,0.0,Hybrid,22,0.7272727272727273
c136b2a8852da5bd,Akbarh Arreola,El Caballero,5.1,155.0,Southpaw,23,11,1,0,2.25,628.0,0.25,30.5,0.0,0.0,81.5,0.42,0.3,0.33,0.85,0.36,0.67,0.34,0.0,Lightweight,Male,1.0,0.0,0.0,1.0,Hybrid,35,0.6571428571428571
de62052b2ede65ba,Matt Arroyo,No Regard,5.1,170.0,Orthodox,3,3,0,0,2.0,567.33,0.0,15.33,1.33,3.33,104.0,0.51,0.47,0.47,0.61,0.23,0.16,0.92,3.33,Welterweight,Male,0.0,0.0,1.0,0.0,Wrestler,6,0.5
61fb8098ccf81c7f,Antonio Arroyo,No Nickname,6.3,185.0,Orthodox,9,5,0,0,3.0,848.67,0.0,29.33,1.0,0.67,124.67,0.56,0.41,0.77,1.0,0.56,0.33,0.67,0.67,Middleweight,Male,1.0,0.0,0.0,1.0,Striker,14,0.6428571428571429
49f78022126bf4a4,Cesar Arzamendia,Goku,5.11,155.0,Orthodox,8,3,0,0,1.0,184.5,1.5,16.0,0.0,0.0,26.0,0.42,0.42,0.66,0.5,0.32,0.58,0.82,0.0,Lightweight,Male,0.0,1.0,0.0,0.0,Hybrid,11,0.7272727272727273
b1d19449397541dc,Askar Askarov,Bullet,5.6,125.0,Orthodox,14,1,1,0,3.0,900.0,0.0,41.2,1.6,0.0,99.6,0.44,0.31,0.65,0.88,0.37,0.87,0.77,0.0,Flyweight,Male,1.0,0.0,0.0,1.0,Striker,16,0.875
9be6020024133293,Cyril Asker,Silverback,6.0,247.0,Orthodox,9,4,0,0,1.2,204.0,0.2,12.4,0.8,0.2,86.4,0.44,0.39,0.67,0.2,0.29,0.43,0.33,0.2,Heavyweight,Male,0.0,0.5,0.5,0.0,Hybrid,13,0.6923076923076923
06827d70c53ff0d9,Scott Askham,No Nickname,6.3,185.0,Southpaw,14,4,0,0,2.33,676.17,0.67,45.33,0.83,0.0,111.33,0.61,0.57,0.7,0.72,0.58,0.66,0.7,0.0,Middleweight,Male,2.0,0.5,0.0,0.5,Striker,18,0.7777777777777778
6e8f1bcdda94ff45,Ibo Aslan,The Last Ottoman,6.3,205.0,Orthodox,14,4,0,0,1.8,380.6,0.4,36.4,0.0,0.0,1.6,0.55,0.53,0.46,0.44,0.53,0.43,0.1,0.0,Light Heavyweight,Male,1.0,0.67,0.0,0.33,Hybrid,18,0.7777777777777778
399afbabc02376b5,Tom Aspinall,No Nickname,6.5,255.0,Orthodox,15,3,0,1,1.1,137.6,0.4,13.3,0.1,0.0,5.3,0.6,0.49,0.66,0.58,0.55,0.15,0.41,0.0,Heavyweight,Male,0.0,1.0,0.0,0.0,Hybrid,18,0.8333333333333334
d0d7160824278840,Junior Assuncao,No Nickname,5.9,145.0,Orthodox,16,6,0,0,2.0,517.8,0.2,28.6,1.4,0.4,238.6,0.51,0.45,0.65,0.65,0.42,0.56,0.63,0.4,Featherweight,Male,1.0,0.0,0.5,0.5,Striker,22,0.7272727272727273
2f13e4020cea5b38,Raphael Assuncao,No Nickname,5.5,135.0,Orthodox,28,10,0,0,2.58,716.37,0.32,44.58,0.89,0.21,104.21,0.45,0.34,0.6,0.77,0.42,0.49,0.49,0.21,Bantamweight,Male,10.0,0.24,0.18,0.59,Striker,38,0.7368421052631579
210935fd21670f6d,Rich Attonito,The Raging Bull,5.1,170.0,Orthodox,10,5,0,0,2.6,727.0,0.2,25.2,1.0,0.2,205.4,0.47,0.32,0.61,0.83,0.25,0.76,0.57,0.2,Welterweight,Male,2.0,0.33,0.0,0.67,Striker,15,0.6666666666666666
55ee431411ccf07a,Olivier Aubin-Mercier,The Canadian Gangster,5.9,155.0,Southpaw,11,5,0,0,2.67,731.25,0.17,35.42,1.92,0.5,294.75,0.48,0.4,0.64,0.69,0.41,0.67,0.57,0.5,Lightweight,Male,4.0,0.0,0.5,0.5,Striker,16,0.6875
